அக்பர்	akabarr	1
அக்பர்	akbar	4
அக்பர்	akbbar	1
அக்பர்	akbur	1
அக்பர்	akbuur	1
அக்பர்	akpar	1
அக்பர்	aqabarr	1
அக்பர்	aqbar	1
அக்பர்	aqbbar	1
அக்பர்	aqbur	1
அக்ரூரர்	agroorar	1
அக்ரூரர்	akroorar	3
அங்க	angga	1
அங்க	angka	2
அங்கங்களை	angganggalai	1
அங்கங்களை	angkangkalai	2
அங்கங்கள்	angganggal	1
அங்கங்கள்	angkangkal	2
அங்கத்தவர்	angaththavar	1
அங்கத்தவர்	angkaththavar	2
அங்கத்துவம்	angkaththuvam	3
அங்கமாக	anggamaaga	1
அங்கமாக	angkamaaka	2
அங்கமாகும்	anggamaagum	1
அங்கமாகும்	angkamaakum	2
அங்கமுத்து	angamuthu	2
அங்கமுத்து	anggamuththu	1
அங்கமுத்து	angkamuththu	1
அங்கம்	angam	1
அங்கம்	angkam	2
அங்காடி	angaadi	1
அங்காடி	angadi	1
அங்காடி	angkaadi	2
அங்காடியில்	angaadiyil	1
அங்காடியில்	angadiyil	1
அங்காடியில்	anggaadiyil	1
அங்காடியில்	angkaadiyil	1
அங்காள	angaala	1
அங்காள	angala	1
அங்காள	anggaala	1
அங்காள	angkaala	1
அங்கிருந்த	angkiruntha	1
அங்கிருந்த	angkirunththa	2
அங்கிருந்து	angkirunththu	2
அங்கிருந்து	angkirunthu	1
அங்கிருந்தே	anggirunthey	1
அங்கிருந்தே	angkirunthae	1
அங்கிருந்தே	angkirunththae	1
அங்கீகரிக்க	angiekarikka	1
அங்கீகரிக்க	angkeekarikka	2
அங்கீகரிக்கப்பட்ட	angiekarikkappatta	1
அங்கீகரிக்கப்பட்ட	angkeekarikkappatta	2
அங்கீகரிக்கப்பட்டது	angiekarikkappattathu	1
அங்கீகரிக்கப்பட்டது	angkeekarikkappattathu	2
அங்கீகரிக்கப்பட்டு	angiekarikkappattu	1
அங்கீகரிக்கப்பட்டு	angkeekarikkappattu	2
அங்கீகரிக்காத	angiekarikkaatha	1
அங்கீகரிக்காத	angkeekarikkaatha	1
அங்கீகரிக்காத	ankeekarikaatha	1
அங்கீகரிக்கும்	angiekarikkum	1
அங்கீகரிக்கும்	angkeekarikkum	1
அங்கீகரிக்கும்	ankeekarikkum	1
அங்கு	anggu	1
அங்கு	angku	1
அங்கு	angu	1
அங்குசம்	anggusam	1
அங்குசம்	angkusam	1
அங்குசம்	angusam	1
அங்குச்	angguch	1
அங்குச்	angkuch	1
அங்குச்	anguch	1
அங்குதான்	angguthaan	1
அங்குதான்	angkuthaan	1
அங்குதான்	anguthaan	1
அங்குப்	anggup	1
அங்குப்	angkup	1
அங்குப்	angup	1
அங்கும்	angkum	2
அங்கும்	angum	1
அங்குல	angkula	2
அங்குல	angula	1
அங்குலம்	angkulam	2
அங்குலம்	angulam	1
அங்குள்ள	angkulla	2
அங்குள்ள	angulla	1
அங்கெல்லாம்	angkellaam	2
அங்கெல்லாம்	ankellaam	1
அங்கே	angae	1
அங்கே	angkae	2
அங்கேயே	angaeyae	1
அங்கேயே	angkaeyae	2
அங்கோலா	aingolaa	1
அங்கோலா	aingoola	1
அங்கோலா	aingoolaa	1
அங்கோலா	ainolaa	1
அங்கோலா	anggola	1
அங்கோலா	anggoola	1
அங்கோலா	angkoalaa	2
அங்கோலா	angola	3
அங்கோலா	angolaa	1
அங்கோலா	angoola	1
அங்கோலா	angoolaa	1
அங்கோலா	ankoola	1
அங்கோலா	ayngoola	1
அங்கோலா	ayngula	1
அங்கோலா	engolaa	1
அசலாக	asalaaga	3
அசலான	asalaana	3
அசல்	achal	1
அசல்	asal	3
அசாதாரண	achaathaarana	1
அசாதாரண	asaathaarana	2
அசாதாரண	asaathaaranamaana	1
அசாதாரணமான	achaathaaranamaana	1
அசாதாரணமான	asaathaaranamaana	3
அசாத்தியம்	asaaththiyam	3
அசாமில்	asaamil	3
அசாமில்	assamil	1
அசாமில்	assammil	1
அசாம்	aasaam	1
அசாம்	asaam	4
அசாம்	asam	1
அசாம்	assam	3
அசிட்டிக்	acetic	1
அசிட்டிக்	aceticc	1
அசிட்டிக்	ascetik	1
அசிட்டிக்	ascetiq	1
அசிட்டிக்	esceticc	1
அசுர	asura	3
அசுரன்	asuran	3
அசுரர்	ashru	1
அசுரர்	asoor	1
அசுரர்	asru	1
அசுரர்	asrua	1
அசுரர்	asruu	1
அசுரர்	asurar	3
அசுரர்	asuur	1
அசுரர்களின்	asurargalin	1
அசுரர்களின்	asurarkalin	2
அசுரர்கள்	achurarkal	1
அசுரர்கள்	asurarkal	3
அசுவத்தாமன்	achuvaththaman	1
அசுவத்தாமன்	asuvaththaaman	2
அசுவத்தாமன்	asuvaththaman	1
அசை	asaipaodukaiyil	1
அசை	cillable	1
அசை	cylable	1
அசை	cyllable	1
அசை	poadugaiyil	1
அசை	podugaiyil	1
அசை	podukaiyil	1
அசை	poodukaiyil	1
அசை	potukaiyil	3
அசை	selable	1
அசை	sellable	1
அசை	sillable	1
அசை	sillebal	1
அசை	sylable	1
அசை	sylebal	1
அசை	syllable	1
அசை	syllebal	1
அசைபோடும்	asaipoadum	1
அசைபோடும்	asaipodum	1
அசைபோடும்	asaipoodum	1
அசையும்	asaium	1
அசையும்	asaiyum	3
அசைவது	asaivadhu	2
அசைவது	asaivathu	2
அசைவது	asaiwadhu	1
அசைவது	asaiwathu	1
அசைவிலும்	asaivilum	3
அசைவிலும்	asaiwilum	1
அசைவிலும்	assaivilum	1
அசைவிலும்	assaiwilum	1
அசைவு	asaivu	3
அசைவு	asaiwu	1
அசைவு	assaivu	1
அசைவு	assaiwu	1
அசைவுகளை	asaivugalai	3
அசைவுகளை	asaivuggalai	1
அசைவுகளை	asaivukalai	3
அசைவுகளை	asaivukkalai	1
அசைவுகளை	assaivugalai	1
அசைவுகள்	asaivugal	3
அசைவுகள்	asaivukal	2
அசைவுகள்	assaivugal	1
அசோக்	achoak	1
அசோக்	ashok	4
அசோக்	ashokaa	1
அசோக்	asok	1
அசோக்	asoka	1
அசோக்	asokaa	1
அசோக்	asook	1
அசோக்	asooka	1
அசோக்	asookaa	1
அசோக்	asoq	1
அசோக்	asoqa	1
அசோக்	asoqaa	1
அசோசியேசன்	association	3
அச்சகத்தில்	achakathil	1
அச்சகத்தில்	achchagaththil	2
அச்சகத்தில்	achchakaththil	1
அச்சகம்	achakam	1
அச்சகம்	achchagam	2
அச்சகம்	achchakam	1
அச்சமயத்தில்	achamayathil	1
அச்சமயத்தில்	achchamaiyaththil	1
அச்சமயத்தில்	achchamayaththil	1
அச்சமயம்	achamayam	1
அச்சமயம்	achchamayam	2
அச்சமயம்	achsamayam	1
அச்சம்	accham	3
அச்சம்	achcham	1
அச்சிட	acchidum	1
அச்சிட	achchida	1
அச்சிட	achida	1
அச்சிடப்பட்ட	acchidappatta	1
அச்சிடப்பட்ட	achchadikkappatta	1
அச்சிடப்பட்ட	achidappatta	1
அச்சிடும்	acchidum	1
அச்சிடும்	achchidum	1
அச்சிடும்	achidum	1
அச்சிட்டு	acchittu	1
அச்சிட்டு	achchittu	1
அச்சிட்டு	achittu	1
அச்சில்	achchil	2
அச்சில்	achil	2
அச்சு	achchu	2
அச்சு	achu	2
அச்சுக்கு	achchukku	2
அச்சுக்கு	achukku	2
அச்சுத	achchudha	1
அச்சுத	achchutha	2
அச்சுத	achudha	2
அச்சுதன்	achchudhan	2
அச்சுதன்	achchuthan	1
அச்சுதன்	achudhan	1
அச்சுதன்	achuthan	1
அச்சுப்	achchup	2
அச்சுப்	achup	1
அச்சுப்பொறிகள்	acchupporikal	1
அச்சுப்பொறிகள்	achchupporikal	1
அச்சுப்பொறிகள்	achupporigal	1
அச்சுறுத்தலாக	achchuruththalaaga	2
அச்சுறுத்தலாக	achchuruththalaaka	1
அச்சுறுத்தலை	achchuruththalai	3
அச்சுறுத்தல்	achchuruththal	3
அச்சுறுத்தல்களை	achchuruthalgalai	1
அச்சுறுத்தல்களை	achchuruththalkalai	2
அச்சுறுத்தல்களை	achchurutthalkalai	1
அச்சுறுத்தல்களை	achurutthalkalai	1
அச்சுறுத்தல்கள்	achchuruththalgal	1
அச்சுறுத்தல்கள்	achchuruththalkal	2
அச்சுறுத்தல்கள்	achchurutthalgal	1
அச்சுறுத்தல்கள்	achurutthalkal	1
அஜித்	ajiit	1
அஜித்	ajiith	1
அஜித்	ajit	1
அஜித்	ajith	4
அஜித்	aziit	1
அஜித்	aziith	1
அஜித்	azit	1
அஜித்	azith	1
அஜீரணம்	ajeeranam	3
அஜீரணம்	ajiranam	1
அஞ்சலகம்	anjalagam	3
அஞ்சலகம்	anjalakam	1
அஞ்சலி	anchali	1
அஞ்சலி	anjalee	1
அஞ்சலி	anjali	4
அஞ்சலி	anjalii	1
அஞ்சலி	anjaly	1
அஞ்சலி	anzalee	1
அஞ்சலி	anzali	1
அஞ்சலி	anzaly	1
அஞ்சலியின்	anjaliyin	3
அஞ்சலியை	anjaliyai	2
அஞ்சலியை	anjaliyei	1
அஞ்சல்	anjal	3
அஞ்சல்	anjchal	1
அஞ்சாது	anjaadhu	2
அஞ்சாது	anjaathu	2
அஞ்சாது	anjadhu	1
அஞ்சாது	anjathu	1
அஞ்சாது	anjchaadhu	1
அஞ்சாது	anjchaathu	1
அஞ்சி	anchi	1
அஞ்சி	anjee	1
அஞ்சி	anji	2
அஞ்சினார்	anjinaar	3
அஞ்சுகின்றனர்	anchugindranar	1
அஞ்சுகின்றனர்	anjugindranar	2
அஞ்சுகின்றனர்	anjukintranar	1
அஞ்ஞான	angngyaana	1
அஞ்ஞான	anjgnana	1
அஞ்ஞான	anjnjaana	1
அஞ்ஞான	annana	1
அட	ada	3
அடகு	adagu	3
அடக்க	adakka	2
அடக்க	addakka	1
அடக்கப்பட்ட	adakkappatta	3
அடக்கமும்	adakkamum	3
அடக்கம்	adakkam	3
அடக்கினான்	adakkinaan	3
அடக்குமுறைகள்	adakkumuraigal	2
அடக்குமுறைகள்	adakkumuraikal	1
அடக்கும்	adakkum	3
அடக்குவதாக	adakkuvadhaaga	2
அடக்குவதாக	adakkuvathaaga	1
அடக்குவதாக	adakkuvathaaka	1
அடங்கி	adanggi	1
அடங்கி	adangi	2
அடங்கி	adangki	1
அடங்கி	adanki	1
அடங்கியிருந்தது	adanggiyirundhdhadhu	1
அடங்கியிருந்தது	adanggiyirundhdhathu	1
அடங்கியிருந்தது	adangiyirundhadhu	1
அடங்கியிருந்தது	adangiyirundhathu	1
அடங்கியிருந்தது	adangiyirunthathu	1
அடங்கியிருந்தது	adankiyirunthathu	1
அடங்கியுள்ளன	adangkiyullana	3
அடங்குகின்றது	adangkukindrathu	1
அடங்குகின்றது	adangkukinrathu	1
அடங்குகின்றது	adangkukintrathu	1
அடங்குகின்றது	adangukinrathu	1
அடங்குகின்றன	adangkukindarana	1
அடங்குகின்றன	adangkukinrana	1
அடங்குகின்றன	adangkukintrana	1
அடங்குகின்றன	adangukinrana	1
அடங்கும்	adangkum	3
அடங்குவர்	adangkuvar	1
அடங்குவர்	adanguvar	2
அடமான	adamaana	3
அடமானம்	adamaanam	3
அடர்	adar	3
அடர்த்தி	adarthi	1
அடர்த்தி	adarththi	1
அடர்த்தி	adarththti	1
அடர்த்தியான	adarththiyaana	2
அடர்த்தியான	adarththiyana	1
அடர்த்தியை	adarththiyai	2
அடர்த்தியை	adarththiyei	1
அடர்ந்த	adarndha	3
அடர்ந்த	adarntha	1
அடர்ந்து	adarndhu	3
அடர்ந்து	adarnthu	1
அடிகளார்	adigalaar	2
அடிகளார்	adikalaar	1
அடிகா	adiga	2
அடிகா	adigaa	1
அடிகா	adika	1
அடிகா	adikaa	1
அடிக்கல்	adikkal	3
அடித்த	aditha	1
அடித்த	adiththa	2
அடித்தல்	adiththal	3
அடித்தள	adiththala	3
அடித்தளத்தில்	adithalathil	1
அடித்தளத்தில்	adiththalaththil	2
அடித்தளமாக	adidhalamaaga	1
அடித்தளமாக	adithalamaaga	1
அடித்தளமாக	adiththalamaaga	1
அடித்தளமாக	adiththalamaaka	1
அடித்தளம்	adithalam	1
அடித்தளம்	adiththalam	2
அடித்தவர்	adithavar	1
அடித்தவர்	adiththavar	2
அடித்தவர்	atithavar	1
அடித்தார்	adiththaar	3
அடித்து	adiththu	2
அடித்து	adithu	1
அடித்து	aditthu	1
அடித்தும்	adiththum	2
அடித்தும்	aditthum	1
அடிநிலை	adinilai	3
அடிபட்ட	adipatta	3
அடிபணிய	adipaniya	2
அடிபணிய	adipanniya	1
அடிப்	adip	3
அடிப்பகுதி	adippagudhi	1
அடிப்பகுதி	adippaguthi	2
அடிப்பகுதி	adippakuthi	1
அடிப்பகுதியில்	adippagudhiyil	1
அடிப்பகுதியில்	adippaguthiyil	2
அடிப்பகுதியில்	adippakuthiyil	1
அடிப்படை	adipadai	1
அடிப்படை	adippadai	3
அடிப்படைகளில்	adipadaigallil	1
அடிப்படைகளில்	adippadaigalil	1
அடிப்படைகளில்	adippadaigallil	1
அடிப்படைகளில்	adippadaikalil	1
அடிப்படைகளையும்	adippadaigalaiyum	1
அடிப்படைகளையும்	adippadaikalaiyum	1
அடிப்படைகளையும்	adippataikalaiyum	1
அடிப்படைகளையும்	atippataikalaiyum	1
அடிப்படைகள்	adippadaigal	2
அடிப்படைகள்	adippadaikal	1
அடிப்படைகள்	adppadaikal	1
அடிப்படைக்	adipataik	1
அடிப்படைக்	adippadaik	3
அடிப்படைச்	adipadaich	1
அடிப்படைச்	adippadaich	3
அடிப்படைத்	adipadaith	1
அடிப்படைத்	adippadaith	3
அடிப்படைப்	adippadaip	3
அடிப்படைப்	adippataip	1
அடிப்படையாக	adippadaiyaaga	2
அடிப்படையாக	adippadaiyaaka	1
அடிப்படையாகக்	adippadaiyaagak	2
அடிப்படையாகக்	adippadaiyaakak	1
அடிப்படையாகும்	adippadaiyaagum	1
அடிப்படையாகும்	adippadaiyaakum	1
அடிப்படையாகும்	adippadaiyagum	1
அடிப்படையான	adippadaiyaana	3
அடிப்படையானது	adippadaiyaanadhu	1
அடிப்படையானது	adippadaiyaanathu	2
அடிப்படையாய்	adippadaiyaai	3
அடிப்படையிலும்	adippadaiyilum	3
அடிப்படையிலேயே	adippadaiyilaeyae	1
அடிப்படையிலேயே	adippadaiyileye	2
அடிப்படையில்	adippadaiyil	3
அடிப்படையும்	adippadaiyum	3
அடிப்படையை	adippadaiyai	3
அடிப்படைவாத	adippadaivaadha	1
அடிப்படைவாத	adippadaivaatha	3
அடிப்பது	adippadhu	2
அடிப்பது	adippathu	3
அடிப்பவர்	adippavar	3
அடிப்பாகத்தில்	adippaagaththil	2
அடிப்பாகத்தில்	adippagaththil	1
அடிப்பாகத்தில்	adippakaththil	1
அடிமட்ட	adimatta	3
அடிமை	adimai	3
அடிமைகளாக	adimaigalaaga	2
அடிமைகளாக	adimaigalaaka	1
அடிமைகளாக	adimaigalaga	1
அடிமைகளாக	adimaigalaka	1
அடிமைகளாக	adimaikalaaga	1
அடிமைகளாக	adimaikalaaka	1
அடிமைகளாக	adimaikalaga	1
அடிமைகளாக	adimaikalaka	1
அடிமைகள்	adimaigal	3
அடிமைகள்	adimaikal	2
அடிமைத்	adimaith	3
அடிமைத்தனத்தை	adimaithanathai	1
அடிமைத்தனத்தை	adimaitthanatthai	2
அடிமைத்தனத்தை	atimaittanattai	1
அடிமைத்தனம்	adimaithanam	1
அடிமைத்தனம்	adimaitthanam	2
அடிமைத்தனம்	atimaittanam	1
அடிமைப்	paduththa	2
அடிமைப்	patutta	2
அடிமைமுறை	adimaimurai	3
அடிமைமுறை	atimaimurai	1
அடிமையாக	adimaiyaaga	2
அடிமையாக	adimaiyaaka	1
அடிமையாக	atimaiyaaka	1
அடிமையாக்கி	adimaiyaakki	3
அடிமையாக்கி	atimaiyaakki	1
அடிமையானவர்கள்	adimaiyaanavargal	2
அடிமையானவர்கள்	adimaiyanavargal	1
அடிமையானவர்கள்	adimaiyanavarkal	1
அடிமையின்	adimaiyin	3
அடியார்கள்	adiyaargal	2
அடியார்கள்	adiyargal	1
அடியார்கள்	adiyarkal	1
அடியார்க்கு	adiyaarkku	2
அடியார்க்கு	adiyarkku	1
அடியெடுத்து	adiyeduththu	2
அடியெடுத்து	adiyeduttu	1
அடியெடுத்து	atiyetuttu	1
அடிவாரத்திலிருந்து	adivaarathilirindhu	1
அடிவாரத்திலிருந்து	adivaaraththilirundhu	2
அடிவாரத்திலிருந்து	adivaaraththilirunthu	1
அடிவாரத்தில்	adivaarathil	1
அடிவாரத்தில்	adivaaraththil	2
அடிவாரம்	adivaaram	3
அடுக்கி	adukki	3
அடுக்கி	atukki	1
அடுக்கில்	adukkil	3
அடுக்கில்	atukkil	1
அடுக்கு	adukku	3
அடுக்கு	atukku	1
அடுக்குகள்	adukkugal	3
அடுக்குத்	adukkuth	3
அடுத்த	adhutha	1
அடுத்த	aduththa	4
அடுத்தக்	aduththak	3
அடுத்தடுத்த	aduthathaduththa	1
அடுத்தடுத்த	aduththaduththa	2
அடுத்தடுத்து	aduthaduththu	1
அடுத்தடுத்து	aduththaduththu	2
அடுத்ததாக	aduththadhaaga	1
அடுத்ததாக	aduththadhaga	1
அடுத்ததாக	aduththathaaga	1
அடுத்தபடியாக	aduththapadiyaaga	1
அடுத்தபடியாக	aduththapadiyaaka	2
அடுத்துள்ள	aduththulla	1
அடுத்துள்ள	aduthulla	1
அடுத்துள்ள	adutthulla	1
அடுப்பு	aduppu	3
அடுப்பு	adupu	1
அடுப்புகள்	aduppugal	2
அடுப்புகள்	aduppukal	2
அடுப்பும்	aduppum	3
அடுப்பும்	adupum	1
அடூர்	adoor	3
அடை	adai	3
அடை	atai	1
அடைகின்றன	adaigindrana	1
அடைகின்றன	adaikindrana	1
அடைகின்றன	adaikinrana	2
அடைகின்றன	ataikinrana	1
அடைகிறது	adaigiradhu	1
அடைகிறது	adaikiradhu	1
அடைகிறது	adaikirathu	2
அடைகிறது	adaikiratu	1
அடைகிறது	ataikirathu	1
அடைகிறது	ataikiratu	1
அடைகிறான்	adaigiran	1
அடைகிறான்	adaikiraan	2
அடைகிறான்	adaikiran	1
அடைகிறான்	ataikiraan	1
அடைகிறார்கள்	adaigirargal	1
அடைகிறார்கள்	adaikiraargal	2
அடைகிறார்கள்	adaikiraarkal	1
அடைகிறார்கள்	adaikirarkal	1
அடைகிறார்கள்	ataikiraargal	1
அடைகிறார்கள்	ataikiraarkal	1
அடைக்கப்பட்டார்	adaikkappattaar	2
அடைக்கப்பட்டார்	adaikkappattar	1
அடைக்கப்பட்டு	adaikkappattu	3
அடைக்கப்பட்டுள்ள	adaikkappattulla	3
அடைக்கலம்	adaikkalam	3
அடைக்கலம்	ataikkalam	1
அடைக்கிறது	adaikkirathu	3
அடைக்கிறது	ataikkirathu	1
அடைக்கிறது	ataikkiratu	1
அடைத்தனர்	adaiththanar	2
அடைத்தனர்	ataittanar	1
அடைத்தனர்	ataitthanar	1
அடைத்தார்	adaiththaar	2
அடைத்தார்	adaittar	1
அடைத்தார்	ataittaar	1
அடைத்தார்	ataittar	1
அடைத்தார்	ataitthaar	1
அடைத்து	adaiththu	2
அடைத்து	adaittu	1
அடைத்து	ataitthu	1
அடைத்து	ataittu	1
அடைந்த	adaindha	1
அடைந்த	adaintha	2
அடைந்த	adayntha	1
அடைந்த	atayntha	1
அடைந்ததாக	adaindhadhaka	1
அடைந்ததாக	adainthathaaga	1
அடைந்ததாக	adainthathaaka	1
அடைந்ததாக	adainthathaga	1
அடைந்தது	adaindhadhu	1
அடைந்தது	adainthathu	3
அடைந்ததும்	adaindhadhum	1
அடைந்ததும்	adainthathum	3
அடைந்ததை	adaindhadhai	1
அடைந்ததை	adainthathai	3
அடைந்தன	adaindhana	1
அடைந்தன	adainthana	3
அடைந்தனர்	adaindhanar	1
அடைந்தனர்	adainthanar	3
அடைந்தவர்	adaindhavar	1
அடைந்தவர்	adainthavar	3
அடைந்தார்	adaindhar	1
அடைந்தார்	adainthaar	1
அடைந்தார்	adainthar	1
அடைந்தார்	adayndhaar	1
அடைந்தார்	ataynthaar	1
அடைந்து	adaindhu	1
அடைந்து	adainthu	4
அடைந்து	adaintu	1
அடைந்து	atainthu	2
அடைந்து	ataintu	1
அடைந்துள்ளனர்	adaindhullanar	1
அடைந்துள்ளனர்	adainthullanar	1
அடைந்துள்ளனர்	adaintullanar	1
அடைந்துள்ளனர்	atainthullanar	1
அடைந்துள்ளனர்	ataintullanar	1
